id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,prew_stage_name,attack,ability,text,weakness,retreat,rule
A1-247,A1,247,Ditto,A1,Genetic Apex,Art Rare,Colorless,Pokemon,a1-247-ditto,70,Basic,,"[{""info"": ""{C} Copy Anything"", ""effect"": ""Choose 1 of your opponent's Pok\u00e9mon's attacks and use it as this attack. If this Pok\u00e9mon doesn't have the necessary Energy to use that attack, this attack does nothing.""}]",,,Fighting,1,
A1-248,A1,248,Eevee,A1,Genetic Apex,Art Rare,Colorless,Pokemon,a1-248-eevee,60,Basic,,"[{""info"": ""{C} Tackle 20"", ""effect"": """"}]",,,Fighting,1,
A1-249,A1,249,Porygon,A1,Genetic Apex,Art Rare,Colorless,Pokemon,a1-249-porygon,50,Basic,,"[{""info"": ""{C} Sharpen 20"", ""effect"": """"}]","[{""info"": ""Data Scan"", ""effect"": ""Once during your turn, you may look at the top card of your deck.""}]",,Fighting,1,
A1-250,A1,250,Snorlax,A1,Genetic Apex,Art Rare,Colorless,Pokemon,a1-250-snorlax,150,Basic,,"[{""info"": ""{CCCC} Rollout 70"", ""effect"": """"}]",,,Fighting,4,
A1-251,A1,251,Venusaur ex,A1,Genetic Apex,Super Rare,Grass,Pokemon,a1-251-venusaurex,190,Stage 2,Ivysaur,"[{""info"": ""{GCC} Razor Leaf 60"", ""effect"": """"}, {""info"": ""{GGCC} Giant Bloom 100"", ""effect"": ""Heal 30 damage from this Pok\u00e9mon.""}]",,,Fire,3,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-252,A1,252,Exeggutor ex,A1,Genetic Apex,Super Rare,Grass,Pokemon,a1-252-exeggutorex,160,Stage 1,Exeggcute,"[{""info"": ""{G} Tropical Swing 40+"", ""effect"": ""Flip a coin. If heads, this attack does 40 more damage.""}]",,,Fire,3,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-253,A1,253,Charizard ex,A1,Genetic Apex,Super Rare,Fire,Pokemon,a1-253-charizardex,180,Stage 2,Charmeleon,"[{""info"": ""{RCC} Slash 60"", ""effect"": """"}, {""info"": ""{RRCC} Crimson Storm 200"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon.""}]",,,Water,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-254,A1,254,Arcanine ex,A1,Genetic Apex,Super Rare,Fire,Pokemon,a1-254-arcanineex,150,Stage 1,Growlithe,"[{""info"": ""{RRC} Inferno Onrush 120"", ""effect"": ""This Pok\u00e9mon also does 20 damage to itself.""}]",,,Water,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-255,A1,255,Moltres ex,A1,Genetic Apex,Super Rare,Fire,Pokemon,a1-255-moltresex,140,Basic,,"[{""info"": ""{R} Inferno Dance"", ""effect"": ""Flip 3 coins. Take an amount of {R} Energy from your Energy Zone equal to the number of heads and attach it to your Benched {R} Pok\u00e9mon in any way you like.""}, {""info"": ""{RCC} Heat Blast 70"", ""effect"": """"}]",,,Lightning,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-256,A1,256,Blastoise ex,A1,Genetic Apex,Super Rare,Water,Pokemon,a1-256-blastoiseex,180,Stage 2,Wartortle,"[{""info"": ""{WC} Surf 40"", ""effect"": """"}, {""info"": ""{WWC} Hydro Bazooka 100+"", ""effect"": ""If this Pok\u00e9mon has at least 2 extra {W} Energy attached, this attack does 60 more damage.""}]",,,Lightning,3,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-257,A1,257,Starmie ex,A1,Genetic Apex,Super Rare,Water,Pokemon,a1-257-starmieex,130,Stage 1,Staryu,"[{""info"": ""{WW} Hydro Splash 90"", ""effect"": """"}]",,,Lightning,0,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-258,A1,258,Articuno ex,A1,Genetic Apex,Super Rare,Water,Pokemon,a1-258-articunoex,140,Basic,,"[{""info"": ""{WC} Ice Wing 40"", ""effect"": """"}, {""info"": ""{WWW} Blizzard 80"", ""effect"": ""This attack also does 10 damage to each of your opponent's Benched Pok\u00e9mon.""}]",,,Lightning,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-259,A1,259,Pikachu ex,A1,Genetic Apex,Super Rare,Lightning,Pokemon,a1-259-pikachuex,120,Basic,,"[{""info"": ""{LL} Circle Circuit 30x"", ""effect"": ""This attack does 30 damage for each of your Benched {L} Pok\u00e9mon.""}]",,,Fighting,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-260,A1,260,Zapdos ex,A1,Genetic Apex,Super Rare,Lightning,Pokemon,a1-260-zapdosex,130,Basic,,"[{""info"": ""{L} Peck 20"", ""effect"": """"}, {""info"": ""{LLL} Thundering Hurricane 50x"", ""effect"": ""Flip 4 coins. This attack does 50 damage for each heads.""}]",,,Lightning,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-261,A1,261,Gengar ex,A1,Genetic Apex,Super Rare,Psychic,Pokemon,a1-261-gengarex,170,Stage 2,Haunter,"[{""info"": ""{PPP} Spooky Shot 100"", ""effect"": """"}]","[{""info"": ""Shadowy Spellbind"", ""effect"": ""As long as this Pok\u00e9mon is in the Active Spot, your opponent can't use any Supporter cards from their hand.""}]",,Darkness,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-262,A1,262,Mewtwo ex,A1,Genetic Apex,Super Rare,Psychic,Pokemon,a1-262-mewtwoex,150,Basic,,"[{""info"": ""{PC} Psychic Sphere 50"", ""effect"": """"}, {""info"": ""{PPCC} Psydrive 150"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon.""}]",,,Darkness,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-263,A1,263,Machamp ex,A1,Genetic Apex,Super Rare,Fighting,Pokemon,a1-263-machampex,180,Stage 2,Machoke,"[{""info"": ""{FFF} Mega Punch 120"", ""effect"": """"}]",,,Psychic,3,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-264,A1,264,Marowak ex,A1,Genetic Apex,Super Rare,Fighting,Pokemon,a1-264-marowakex,140,Stage 1,Cubone,"[{""info"": ""{FF} Bonemerang 80x"", ""effect"": ""Flip 2 coins. This attack does 80 damage for each heads.""}]",,,Grass,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-265,A1,265,Wigglytuff ex,A1,Genetic Apex,Super Rare,Colorless,Pokemon,a1-265-wigglytuffex,140,Stage 1,Jigglypuff,"[{""info"": ""{CCC} Sleepy Song 80"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Asleep.""}]",,,Fighting,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-266,A1,266,Erika,A1,Genetic Apex,Super Rare,,Supporter,a1-266-erika,0,Supporter,,,,Heal 50 damage from 1 of your {G} Pokémon.,,,
A1-267,A1,267,Misty,A1,Genetic Apex,Super Rare,,Pokemon,a1-267-misty,0,Supporter,,,,"Choose 1 of your {W} Pokémon, and flip a coin until you get tails. For each heads, take a {W} Energy from your Energy Zone and attach it to that Pokémon.",,,
A1-268,A1,268,Blaine,A1,Genetic Apex,Super Rare,,Supporter,a1-268-blaine,0,Supporter,,,,"During this turn, attacks used by your Ninetales, Rapidash, or Magmar do +30 damage to your opponent's Active Pokémon.",,,
A1-269,A1,269,Koga,A1,Genetic Apex,Super Rare,,Supporter,a1-269-koga,0,Supporter,,,,Put your Muk or Weezing in the Active Spot into your hand.,,,
A1-270,A1,270,Giovanni,A1,Genetic Apex,Super Rare,,Supporter,a1-270-giovanni,0,Supporter,,,,"During this turn, attacks used by your Pokémon do +10 damage to your opponent's Active Pokémon.",,,
A1-271,A1,271,Brock,A1,Genetic Apex,Super Rare,,Supporter,a1-271-brock,0,Supporter,,,,Take a {F} Energy from your Energy Zone and attach it to Golem or Onix.,,,
A1-272,A1,272,Sabrina,A1,Genetic Apex,Super Rare,,Supporter,a1-272-sabrina,0,Supporter,,,,"Switch out your opponent's Active Pokémon to the Bench. <span class=""reminder-text"">(Your opponent chooses the new Active Pokémon.)</span>",,,
A1-273,A1,273,Lt. Surge,A1,Genetic Apex,Super Rare,,Supporter,a1-273-lt-surge,0,Supporter,,,,"Move all {L} Energy from your Benched Pokémon to your Raichu, Electrode, or Electabuzz in the Active Spot.",,,
A1-274,A1,274,Moltres ex,A1,Genetic Apex,Super Rare,Fire,Pokemon,a1-274-moltresex,140,Basic,,"[{""info"": ""{R} Inferno Dance"", ""effect"": ""Flip 3 coins. Take an amount of {R} Energy from your Energy Zone equal to the number of heads and attach it to your Benched {R} Pok\u00e9mon in any way you like.""}, {""info"": ""{RCC} Heat Blast 70"", ""effect"": """"}]",,,Lightning,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-275,A1,275,Articuno ex,A1,Genetic Apex,Super Rare,Water,Pokemon,a1-275-articunoex,140,Basic,,"[{""info"": ""{WC} Ice Wing 40"", ""effect"": """"}, {""info"": ""{WWW} Blizzard 80"", ""effect"": ""This attack also does 10 damage to each of your opponent's Benched Pok\u00e9mon.""}]",,,Lightning,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-276,A1,276,Zapdos ex,A1,Genetic Apex,Super Rare,Lightning,Pokemon,a1-276-zapdosex,130,Basic,,"[{""info"": ""{L} Peck 20"", ""effect"": """"}, {""info"": ""{LLL} Thundering Hurricane 50x"", ""effect"": ""Flip 4 coins. This attack does 50 damage for each heads.""}]",,,Lightning,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-277,A1,277,Gengar ex,A1,Genetic Apex,Super Rare,Psychic,Pokemon,a1-277-gengarex,170,Stage 2,Haunter,"[{""info"": ""{PPP} Spooky Shot 100"", ""effect"": """"}]","[{""info"": ""Shadowy Spellbind"", ""effect"": ""As long as this Pok\u00e9mon is in the Active Spot, your opponent can't use any Supporter cards from their hand.""}]",,Darkness,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-278,A1,278,Machamp ex,A1,Genetic Apex,Super Rare,Fighting,Pokemon,a1-278-machampex,180,Stage 2,Machoke,"[{""info"": ""{FFF} Mega Punch 120"", ""effect"": """"}]",,,Psychic,3,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-279,A1,279,Wigglytuff ex,A1,Genetic Apex,Super Rare,Colorless,Pokemon,a1-279-wigglytuffex,140,Stage 1,Jigglypuff,"[{""info"": ""{CCC} Sleepy Song 80"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Asleep.""}]",,,Fighting,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-280,A1,280,Charizard ex,A1,Genetic Apex,Immersive Rare,Fire,Pokemon,a1-280-charizardex,180,Stage 2,Charmeleon,"[{""info"": ""{RCC} Slash 60"", ""effect"": """"}, {""info"": ""{RRCC} Crimson Storm 200"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon.""}]",,,Water,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-281,A1,281,Pikachu ex,A1,Genetic Apex,Immersive Rare,Lightning,Pokemon,a1-281-pikachuex,120,Basic,,"[{""info"": ""{LL} Circle Circuit 30x"", ""effect"": ""This attack does 30 damage for each of your Benched {L} Pok\u00e9mon.""}]",,,Fighting,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-282,A1,282,Mewtwo ex,A1,Genetic Apex,Immersive Rare,Psychic,Pokemon,a1-282-mewtwoex,150,Basic,,"[{""info"": ""{PC} Psychic Sphere 50"", ""effect"": """"}, {""info"": ""{PPCC} Psydrive 150"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon.""}]",,,Darkness,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-283,A1,283,Mew,A1,Genetic Apex,Immersive Rare,Psychic,Pokemon,a1-283-mew,60,Basic,,"[{""info"": ""{P} Psy Report 20"", ""effect"": ""Your opponent reveals their hand.""}]",,,Darkness,1,
A1-284,A1,284,Charizard ex,A1,Genetic Apex,Ultra Rare,Fire,Pokemon,a1-284-charizardex,180,Stage 2,Charmeleon,"[{""info"": ""{RCC} Slash 60"", ""effect"": """"}, {""info"": ""{RRCC} Crimson Storm 200"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon.""}]",,,Water,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-285,A1,285,Pikachu ex,A1,Genetic Apex,Ultra Rare,Lightning,Pokemon,a1-285-pikachuex,120,Basic,,"[{""info"": ""{LL} Circle Circuit 30x"", ""effect"": ""This attack does 30 damage for each of your Benched {L} Pok\u00e9mon.""}]",,,Fighting,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-286,A1,286,Mewtwo ex,A1,Genetic Apex,Ultra Rare,Psychic,Pokemon,a1-286-mewtwoex,150,Basic,,"[{""info"": ""{PC} Psychic Sphere 50"", ""effect"": """"}, {""info"": ""{PPCC} Psydrive 150"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon.""}]",,,Darkness,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
PROMO-001,PROMO,1,Potion,PROMO,Promo A,Common,,Item,promo-a-1-potion,0,Item,,,,Heal 20 damage from 1 of your Pokémon.,,,You may play any number of Item cards during your turn.
PROMO-002,PROMO,2,X Speed,PROMO,Promo A,Common,,Item,promo-a-2-x-speed,0,Item,,,,"During this turn, the Retreat Cost of your Active Pokémon is 1 less.",,,You may play any number of Item cards during your turn.
PROMO-003,PROMO,3,Hand Scope,PROMO,Promo A,Common,,Item,promo-a-3-hand-scope,0,Item,,,,Your opponent reveals their hand.,,,You may play any number of Item cards during your turn.
PROMO-004,PROMO,4,Pokédex,PROMO,Promo A,Common,,Item,promo-a-4-pokedex,0,Item,,,,Look at the top 3 cards of your deck.,,,You may play any number of Item cards during your turn.
PROMO-005,PROMO,5,Poké Ball,PROMO,Promo A,Common,,Item,promo-a-5-poke-ball,0,Item,,,,Put 1 random Basic Pokemon from your deck into your hand.,,,You may play any number of Item cards during your turn.
PROMO-006,PROMO,6,Red Card,PROMO,Promo A,Common,,Item,promo-a-6-red-card,0,Item,,,,Your opponent shuffles their hand into their deck and draws 3 cards.,,,You may play any number of Item cards during your turn.
PROMO-007,PROMO,7,Professor's Research,PROMO,Promo A,Common,,Supporter,promo-a-7-professors-research,0,Supporter,,,,Draw 2 cards.,,,You may play only 1 Supporter card during your turn.
PROMO-008,PROMO,8,Pokédex,PROMO,Promo A,Common,,Item,promo-a-8-pokedex,0,Item,,,,Look at the top 3 cards of your deck.,,,You may play any number of Item cards during your turn.
PROMO-009,PROMO,9,Pikachu,PROMO,Promo A,Art Rare,Lightning,Pokemon,promo-a-9-pikachu,60,Basic,,"[{""info"": ""{L} Gnaw 20"", ""effect"": """"}]",[],"When it is angered, it immediately discharges the<br />energy stored in the pouches in its cheeks.",Fighting,1,
PROMO-010,PROMO,10,Mewtwo,PROMO,Promo A,Art Rare,Psychic,Pokemon,promo-a-10-mewtwo,120,Basic,,"[{""info"": ""{PPCC} Power Blast 120"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon.""}]",[],It was created by a scientist after years of horrific<br />gene-splicing and DNA-engineering experiments.,Darkness,2,
PROMO-011,PROMO,11,Chansey,PROMO,Promo A,Rare,Colorless,Pokemon,promo-a-11-chansey,120,Basic,,"[{""info"": ""{CCC} Gentle Slap 60"", ""effect"": """"}]",[],This kindly Pokémon lays highly nutritious eggs<br />and shares them with injured Pokémon or people.,Fighting,3,
PROMO-012,PROMO,12,Meowth,PROMO,Promo A,Rare,Colorless,Pokemon,promo-a-12-meowth,60,Basic,,"[{""info"": ""{C} Pay Day 10"", ""effect"": ""Draw 1 card.""}]",[],"All it does is sleep during the daytime. At night,<br />it patrols its territory with its eyes aglow.",Fighting,1,
PROMO-013,PROMO,13,Butterfree,PROMO,Promo A,Rare,Grass,Pokemon,promo-a-13-butterfree,120,Stage 2,Metapod,"[{""info"": ""{GCC} Gust 60"", ""effect"": """"}]","[{""info"": ""Powder Heal"", ""effect"": ""Once during your turn, you may heal 20 damage from each of your Pok\u00e9mon.""}]","In battle, it flaps its wings at great speed to<br />release highly toxic dust into the air.",Fire,1,
PROMO-014,PROMO,14,Lapras ex,PROMO,Promo A,Double Rare,Water,Pokemon,promo-a-14-lapras-ex,140,Basic,,"[{""info"": ""{WWC} Bubble Drain 80"", ""effect"": ""Heal 20 damage from this Pok\u00e9mon.""}]",[],,Lightning,3,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
PROMO-015,PROMO,15,Pikachu,PROMO,Promo A,Common,Lightning,Pokemon,promo-a-15-pikachu,60,Basic,,"[{""info"": ""{L} Gnaw 20"", ""effect"": """"}]",[],"When it is angered, it immediately discharges the<br />energy stored in the pouches in its cheeks.",Fighting,1,
PROMO-016,PROMO,16,Clefairy,PROMO,Promo A,Common,Psychic,Pokemon,promo-a-16-clefairy,60,Basic,,"[{""info"": ""{P} Slap 20"", ""effect"": """"}]",[],It is said that happiness will come to those who<br />see a gathering of Clefairy dancing under a<br />full moon.,Metal,1,
PROMO-017,PROMO,17,Mankey,PROMO,Promo A,Common,Fighting,Pokemon,promo-a-17-mankey,60,Basic,,"[{""info"": ""{F} Reckless Charge 30"", ""effect"": ""This Pok\u00e9mon also does 10 damage to itself.""}]",[],"It lives in groups in the treetops. If it loses sight of<br />its group, it becomes infuriated by its loneliness.",Psychic,1,
PROMO-018,PROMO,18,Venusaur,PROMO,Promo A,Art Rare,Grass,Pokemon,promo-a-18-venusaur,160,Stage 2,Ivysaur,"[{""info"": ""{GGCC} Mega Drain 80"", ""effect"": ""Heal 30 damage from this Pok\u00e9mon.""}]",[],Its plant blooms when it is absorbing solar<br />energy. It stays on the move to seek sunlight.,Fire,3,
PROMO-019,PROMO,19,Greninja,PROMO,Promo A,Rare,Water,Pokemon,promo-a-19-greninja,120,Stage 2,Frogadier,"[{""info"": ""{WC} Mist Slash 60"", ""effect"": """"}]","[{""info"": ""Water Shuriken"", ""effect"": ""Once during your turn, you may do 20 damage to 1 of your opponent's Pok\u00e9mon.""}]","It creates throwing stars out of compressed water. <br />When it spins them and throws them at high speed, <br />these stars can split metal in two.",Lightning,1,
PROMO-020,PROMO,20,Haunter,PROMO,Promo A,Common,Psychic,Pokemon,promo-a-20-haunter,70,Stage 1,Gastly,"[{""info"": ""{P} Surprise Attack 50"", ""effect"": ""Flip a coin. If tails, this attack does nothing.""}]",[],It likes to lurk in the dark and tap shoulders<br />with a gaseous hand. Its touch causes endless<br />shuddering.,Darkness,1,
PROMO-021,PROMO,21,Onix,PROMO,Promo A,Common,Fighting,Pokemon,promo-a-21-onix,110,Basic,,"[{""info"": ""{FFF} Land Crush 70"", ""effect"": """"}]",[],"As it digs through the ground, it absorbs many<br />hard objects. This is what makes its body so solid.",Grass,4,
PROMO-022,PROMO,22,Jigglypuff,PROMO,Promo A,Common,Colorless,Pokemon,promo-a-22-jigglypuff,60,Basic,,"[{""info"": ""{C} Sing"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Asleep.""}]",[],"When its huge eyes waver, it sings a mysteriously<br />soothing melody that lulls its enemies to sleep.",Fighting,1,
PROMO-023,PROMO,23,Bulbasaur,PROMO,Promo A,Rare,Grass,Pokemon,promo-a-23-bulbasaur,70,Basic,,"[{""info"": ""{GC} Vine Whip 40"", ""effect"": """"}]",[],There is a plant seed on its back right from the<br />day this Pokémon is born. The seed slowly<br />grows larger.,Fire,1,
PROMO-024,PROMO,24,Magnemite,PROMO,Promo A,Rare,Lightning,Pokemon,promo-a-24-magnemite,60,Basic,,"[{""info"": ""{L} Lightning Ball 20"", ""effect"": """"}]",[],"The electromagnetic waves emitted by the units<br />at the sides of its head expel antigravity, which<br />allows it to float.",Fighting,1,
PROMO-025,PROMO,25,Moltres ex,PROMO,Promo A,Double Rare,Fire,Pokemon,promo-a-25-moltres-ex,140,Basic,,"[{""info"": ""{R} Inferno Dance"", ""effect"": ""Flip 3 coins. Take an amount of {R} Energy from your Energy Zone equal to the number of heads and attach it to your Benched {R} Pok\u00e9mon in any way you like.""}, {""info"": ""{RCC} Heat Blast 70"", ""effect"": """"}]",[],,Lightning,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
PROMO-026,PROMO,26,Pikachu,PROMO,Promo A,Art Rare,Lightning,Pokemon,promo-a-26-pikachu,60,Basic,,"[{""info"": ""{L} Gnaw 20"", ""effect"": """"}]",[],"When it is angered, it immediately discharges the<br />energy stored in the pouches in its cheeks.",Fighting,1,
PROMO-027,PROMO,27,Snivy,PROMO,Promo A,Common,Grass,Pokemon,promo-a-27-snivy,60,Basic,,"[{""info"": ""{G} Tackle 20"", ""effect"": """"}]",[],Being exposed to sunlight makes its movements<br />swifter. It uses vines more adeptly than its hands.,Fire,1,
PROMO-028,PROMO,28,Volcarona,PROMO,Promo A,Rare,Fire,Pokemon,promo-a-28-volcarona,120,Stage 1,Larvesta,"[{""info"": ""{RRC} Volcanic Ash"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon. This attack does 80 damage to 1 of your opponent's Pok\u00e9mon.""}]",[],"Its burning body causes it to be unpopular in hot<br />parts of the world, but in cold ones, Volcarona is<br />revered as an embodiment of the sun.",Water,2,
PROMO-029,PROMO,29,Blastoise,PROMO,Promo A,Art Rare,Water,Pokemon,promo-a-29-blastoise,150,Stage 2,Wartortle,"[{""info"": ""{WWC} Hydro Pump 80+"", ""effect"": ""If this Pok\u00e9mon has at least 2 extra {W} Energy attached, this attack does 60 more damage.""}]",[],"It crushes its foe under its heavy body to cause<br />fainting. In a pinch, it will withdraw inside its shell.",Lightning,3,
PROMO-030,PROMO,30,Eevee,PROMO,Promo A,Common,Colorless,Pokemon,promo-a-30-eevee,60,Basic,,"[{""info"": ""{C} Growl"", ""effect"": ""During your opponent's next turn, attacks used by the Defending Pok\u00e9mon do \u221220 damage.""}]",[],Its ability to evolve into many forms allows it to<br />adapt smoothly and perfectly to any environment.,Fighting,1,
PROMO-031,PROMO,31,Cinccino,PROMO,Promo A,Common,Colorless,Pokemon,promo-a-31-cinccino,90,Stage 1,Minccino,"[{""info"": ""{CCC} Do the Wave 30x"", ""effect"": ""This attack does 30 damage for each of your Benched Pok\u00e9mon.""}]",[],Its body secretes oil that this Pokémon spreads<br />over its nest as a coating to protect it from dust.<br />Cinccino won’t tolerate even a speck of the stuff.,Fighting,1,
PROMO-032,PROMO,32,Charmander,PROMO,Promo A,Rare,Fire,Pokemon,promo-a-32-charmander,60,Basic,,"[{""info"": ""{R} Ember 30"", ""effect"": ""Discard a {R} Energy from this Pok\u00e9mon.""}]",[],"It has a preference for hot things. When it rains,<br />steam is said to spout from the tip of its tail.",Water,1,
PROMO-033,PROMO,33,Squirtle,PROMO,Promo A,Rare,Water,Pokemon,promo-a-33-squirtle,60,Basic,,"[{""info"": ""{W} Water Gun 20"", ""effect"": """"}]",[],"When it retracts its long neck into its shell, it<br />squirts out water with vigorous force.",Lightning,1,
PROMO-034,PROMO,34,Piplup,PROMO,Promo A,Art Rare,Water,Pokemon,promo-a-34-piplup,60,Basic,,"[{""info"": ""{C} Nap"", ""effect"": ""Heal 20 damage from this Pok\u00e9mon.""}]",[],It doesn’t like to be taken care of. It’s difficult to<br />bond with since it won’t listen to its Trainer.,Lightning,1,
PROMO-035,PROMO,35,Turtwig,PROMO,Promo A,Common,Grass,Pokemon,promo-a-35-turtwig,80,Basic,,"[{""info"": ""{GC} Bite 30"", ""effect"": """"}]",[],It uses its whole body to photosynthesize when<br />exposed to sunlight. Its shell is made from<br />hardened soil.,Fire,2,
PROMO-036,PROMO,36,Electivire,PROMO,Promo A,Rare,Lightning,Pokemon,promo-a-36-electivire,120,Stage 1,Electabuzz,"[{""info"": ""{LL} Exciting Voltage 40+"", ""effect"": ""If this Pok\u00e9mon has at least 2 extra {L} Energy attached, this attack does 80 more damage.""}]",[],The amount of electrical energy this Pokémon<br />produces is proportional to the rate of its pulse.<br />The voltage jumps while Electivire is battling.,Fighting,3,
PROMO-037,PROMO,37,Cresselia ex,PROMO,Promo A,Double Rare,Psychic,Pokemon,promo-a-37-cresselia-ex,140,Basic,,"[{""info"": ""{PPC} Psychic Flash 80"", ""effect"": """"}]","[{""info"": ""Lunar Plumage"", ""effect"": ""Whenever you attach a {P} Energy from your Energy Zone to this Pok\u00e9mon, heal 20 damage from this Pok\u00e9mon.""}]",,Darkness,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
PROMO-038,PROMO,38,Misdreavus,PROMO,Promo A,Common,Psychic,Pokemon,promo-a-38-misdreavus,60,Basic,,"[{""info"": ""{P} Confuse Ray"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Confused.""}]",[],This Pokémon startles people in the middle of<br />the night. It gathers fear as its energy.,Darkness,1,
PROMO-039,PROMO,39,Skarmory,PROMO,Promo A,Common,Metal,Pokemon,promo-a-39-skarmory,80,Basic,,"[{""info"": ""{M} Metal Arms 20+"", ""effect"": ""If this Pok\u00e9mon has a Pok\u00e9mon Tool attached, this attack does 30 more damage.""}]",[],"People fashion swords from Skarmory’s shed<br />feathers, so this Pokémon is a popular element<br />in heraldic designs.",Lightning,1,
PROMO-040,PROMO,40,Chimchar,PROMO,Promo A,Rare,Fire,Pokemon,promo-a-40-chimchar,60,Basic,,"[{""info"": ""{R} Scratch 20"", ""effect"": """"}]",[],Its fiery rear end is fueled by gas made in its belly.<br />Even rain can’t extinguish the fire.,Water,1,
PROMO-041,PROMO,41,Togepi,PROMO,Promo A,Rare,Psychic,Pokemon,promo-a-41-togepi,50,Basic,,"[{""info"": ""{P} Pound 20"", ""effect"": """"}]",[],The shell seems to be filled with joy. It is said<br />that it will share good luck when treated kindly.,Metal,1,
PROMO-042,PROMO,42,Darkrai ex,PROMO,Promo A,Double Rare,Darkness,Pokemon,promo-a-42-darkrai-ex,140,Basic,,"[{""info"": ""{DDC} Dark Prism 80"", ""effect"": """"}]","[{""info"": ""Nightmare Aura"", ""effect"": ""Whenever you attach a {D} Energy from your Energy Zone to this Pok\u00e9mon, do 20 damage to your opponent's Active Pok\u00e9mon.""}]",,Grass,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
PROMO-043,PROMO,43,Cherrim,PROMO,Promo A,Common,Grass,Pokemon,promo-a-43-cherrim,80,Stage 1,Cherubi,"[{""info"": ""{GG} Leech Seed 60"", ""effect"": ""Heal 20 damage from this Pok\u00e9mon.""}]",[],"After absorbing plenty of sunlight, Cherrim takes<br />this form. It’s full of energy while it’s like this,<br />and its liveliness will go on until sundown.",Fire,1,
PROMO-044,PROMO,44,Raichu,PROMO,Promo A,Rare,Lightning,Pokemon,promo-a-44-raichu,90,Stage 1,Pikachu,"[{""info"": ""{LL} Spark 40"", ""effect"": ""This attack also does 20 damage to 1 of your opponent's Benched Pok\u00e9mon.""}]","[{""info"": ""Resilience Link"", ""effect"": ""If you have Arceus or Arceus ex in play, this Pok\u00e9mon takes \u221230 damage from attacks.""}]","Its tail discharges electricity into the ground,<br />protecting it from getting shocked.",Fighting,1,
PROMO-045,PROMO,45,Nosepass,PROMO,Promo A,Common,Fighting,Pokemon,promo-a-45-nosepass,60,Basic,,"[{""info"": ""{CC} Iron Defense"", ""effect"": ""Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pok\u00e9mon by attacks.""}]",[],"It moves less than an inch a year, but when<br />it’s in a jam, it will spin and drill down into the<br />ground in a split second.",Grass,1,
